key,F001,F010_str,F245,normalized_title,normalized_edition,normalized_pub,source,match_key,F007_str,F020_str,F250_str,F260_str,id_list_str,key_array_str,F007_code,F007_desc,borrowdir_id
9789381005408,9978085185803681,,880-01 Bhāratīya citrakalā meṃ Jaina citraśailī / Jhābara Mala Varmā.,880-01 bhāratīya citrakalā meṃ jaina citraśailī / jhābara mala varmā.,880-02 1. saṃskaraṇa.,,penn,880-01 bhāratīya citrakalā meṃ jaina citraśailī / jhābara mala varmā._880-02 1. saṃskaraṇa.,ta,9789381005408,880-02 1. saṃskaraṇa.,,9789381005408,9789381005408,t,Text,['adb4ad56-6556-4a0c-ab9f-ce37f866c76c']
9788170565628,9977914437003681,,880-01 Kamaleśvara ke kathā-sāhitya meṃ madhyavarga / Vimaleśa Śarmā.,880-01 kamaleśvara ke kathā-sāhitya meṃ madhyavarga / vimaleśa śarmā.,880-02 saṃskaraṇa 1.,,penn,880-01 kamaleśvara ke kathā-sāhitya meṃ madhyavarga / vimaleśa śarmā._880-02 saṃskaraṇa 1.,ta,9788170565628,880-02 Saṃskaraṇa 1.,,9788170565628,9788170565628,t,Text,['5ec8f078-bc46-43f6-989c-b92212c1c5eb']
9788126423415 paperback,9962328533503681,,"880-01 Mālguḍidinaṅṅaḷ / Ār. Ke. Nārāyaṇ ; vivarttanaṃ, R̲ōy Kuruviḷa.","880-01 mālguḍidinaṅṅaḷ / ār. ke. nārāyaṇ ; vivarttanaṃ, r̲ōy kuruviḷa.",,,penn,"880-01 mālguḍidinaṅṅaḷ / ār. ke. nārāyaṇ ; vivarttanaṃ, r̲ōy kuruviḷa.",ta,9788126423415 paperback,,,9788126423415 paperback,9788126423415 paperback,t,Text,['da3bcdca-6472-4761-8033-21c575d70a65']
8192611396,9978003905503681,,880-01 Mōhanasvāmi : kathāsaṅkalana / Vasudhēndra.,880-01 mōhanasvāmi : kathāsaṅkalana / vasudhēndra.,,,penn,880-01 mōhanasvāmi : kathāsaṅkalana / vasudhēndra.,ta,8192611396,,,8192611396,8192611396,t,Text,['aa6b223f-f1ab-454e-a0af-717d561d4502']
9788126435432,9959112523503681,,"880-01 Prācīna lōkacaritraṃ / Her̲oḍōṭṭas ; vivarttanaṃ, Tōmas Naṭaykkal.","880-01 prācīna lōkacaritraṃ / her̲oḍōṭṭas ; vivarttanaṃ, tōmas naṭaykkal.",,,penn,"880-01 prācīna lōkacaritraṃ / her̲oḍōṭṭas ; vivarttanaṃ, tōmas naṭaykkal.",ta,9788126435432,,,9788126435432,9788126435432,t,Text,['b5c67eee-8fad-450f-8ec5-91b07aada145']
"880-01 rājasthānī sāhitya-saṅgraha / sampādaka, narottamadāsajī svāmī._880-02 dvitīyāvr̥tti._880-03 jodhapura : rājasthāna prācyavidyā pratishṭhāna, 1966-<1997>",9957587673503681,,"880-01 Rājasthānī sāhitya-saṅgraha / sampādaka, Narottamadāsajī Svāmī.","880-01 rājasthānī sāhitya-saṅgraha / sampādaka, narottamadāsajī svāmī.",880-02 dvitīyāvr̥tti.,"880-03 jodhapura : rājasthāna prācyavidyā pratishṭhāna, 1966-<1997>",penn,"880-01 rājasthānī sāhitya-saṅgraha / sampādaka, narottamadāsajī svāmī._880-02 dvitīyāvr̥tti._880-03 jodhapura : rājasthāna prācyavidyā pratishṭhāna, 1966-<1997>",ta,,880-02 Dvitīyāvr̥tti.,"880-03 Jodhapura : Rājasthāna Prācyavidyā Pratishṭhāna, 1966-<1997>",,"880-01 rājasthānī sāhitya-saṅgraha / sampādaka, narottamadāsajī svāmī._880-02 dvitīyāvr̥tti._880-03 jodhapura : rājasthāna prācyavidyā pratishṭhāna, 1966-<1997>",t,Text,['1e383a2d-167c-46a9-92b1-7d01919604af']
(hbd.),9977914314703681,,880-01 Svatantra svara o dhvani : tina Bandyopādhyāẏa / Udaẏacān̐da Ghosha.,880-01 svatantra svara o dhvani : tina bandyopādhyāẏa / udaẏacān̐da ghosha.,,,penn,880-01 svatantra svara o dhvani : tina bandyopādhyāẏa / udaẏacān̐da ghosha.,ta,(hbd.),,,(hbd.),(hbd.),t,Text,['6ab5c2d1-34d3-4c07-b906-58c797b8fa31']
"acalpūr : tārīk̲h̲ aur s̲aqāfat / murattib, k̲h̲vājah rabbānī.",9961058033503681,,"Acalpūr : tārīk̲h̲ aur s̲aqāfat / murattib, K̲h̲vājah Rabbānī.","acalpūr : tārīk̲h̲ aur s̲aqāfat / murattib, k̲h̲vājah rabbānī.",,,penn,"acalpūr : tārīk̲h̲ aur s̲aqāfat / murattib, k̲h̲vājah rabbānī.",ta,,,,,"acalpūr : tārīk̲h̲ aur s̲aqāfat / murattib, k̲h̲vājah rabbānī.",t,Text,['f5a8b9cc-5282-4269-b92a-90dcbff2d542']
analytical report on houses household amenities and assets sachin sinha director of census operations madhya pradesh,9962451823503681,,"Analytical report on houses, household amenities and assets / Sachin Sinha, Director of Census Operations, Madhya Pradesh.",analytical report on houses household amenities and assets sachin sinha director of census operations madhya pradesh,,,penn,analytical report on houses household amenities and assets sachin sinha director of census operations madhya pradesh,ta,,,,,analytical report on houses household amenities and assets sachin sinha director of census operations madhya pradesh,t,Text,"['e9cb5bad-5c0a-47cd-8ed9-65693051d882', '38719b44-10d0-4740-b120-7758379a0337', '40c0812b-f365-41be-9a26-159f840c1c0a', 'f4c9e167-b3cd-4ce1-8bd5-f0b86ac8fb03']"
2013316449,9961393413503681,2013316449,Burma and India : some aspects of intellectual life under colonialism / Aung San Suu Kyi.,burma and india some aspects of intellectual life under colonialism aung san suu kyi,second revised edition,,penn,burma and india some aspects of intellectual life under colonialism aung san suu kyi_second revised edition,ta,9789382396017 paperback; 9382396012 paperback,Second revised edition.,,2013316449; 9789382396017 paperback; 9382396012 paperback,2013316449; 9789382396017 paperback; 9382396012 paperback,t,Text,['8d73c33a-9e83-4caf-ad42-8d27027d968d']
9788176505086,9977505321503681,2012337651,Diaspora imagination / by Reshmi Ramdhony.,diaspora imagination by reshmi ramdhony,first edition,new delhi star publications 2012,penn,diaspora imagination by reshmi ramdhony_first edition_new delhi star publications 2012,ta,9788176505086,First edition.,"New Delhi : Star Publications, 2012-",2012337651; 9788176505086,2012337651; 9788176505086,t,Text,['62988f1e-78a2-4497-bf46-fc85baa7b078']
9786074017304,9961683763503681,,Entre litigar justicia y procurar leyes : la defensoría de indios en el Yucatán colonial / Gabriela Solís Robleda.,entre litigar justicia y procurar leyes : la defensoría de indios en el yucatán colonial / gabriela solís robleda.,1. edición.,,penn,entre litigar justicia y procurar leyes : la defensoría de indios en el yucatán colonial / gabriela solís robleda._1. edición.,tu,9786074017304; 6074017301; 9786074862287 (CIESAS); 6074862281 (CIESAS),1. edición.,,9786074017304; 6074017301; 9786074862287 (CIESAS); 6074862281 (CIESAS),9786074017304; 6074017301; 9786074862287 (CIESAS); 6074862281 (CIESAS),t,Text,['a29c6568-39cb-4b6c-91b2-53b917f46731']
80021000,99792293503681,80021000,Evangelist of race : the Germanic vision of Houston Stewart Chamberlain / Geoffrey G. Field.,evangelist of race the germanic vision of houston stewart chamberlain geoffrey g field,,,penn,evangelist of race the germanic vision of houston stewart chamberlain geoffrey g field,ta,0231048602; 9780231048606,,,80021000; 0231048602; 9780231048606,80021000; 0231048602; 9780231048606,t,Text,['357ac7be-c7c9-4d75-93b0-5674f39d7bd0']
2013315816,9959432163503681,2013315816,"Exclusion, social capital and citizenship : contested transitions in South Africa and India / edited by Tina Uys and Sujata Patel.",exclusion social capital and citizenship contested transitions in south africa and india edited by tina uys and sujata patel,,,penn,exclusion social capital and citizenship contested transitions in south africa and india edited by tina uys and sujata patel,ta,9788125047780; 8125047786,,,2013315816; 9788125047780; 8125047786,2013315816; 9788125047780; 8125047786,t,Text,['f656866a-ec1c-42b5-8074-40f36f9f2bc0']
9780300219722 (paperback),9959406703503681,2012034381,Franz Kafka : the poet of shame and guilt / Saul Friedländer.,franz kafka the poet of shame and guilt saul friedlander,,,penn,franz kafka the poet of shame and guilt saul friedlander,tu,9780300136616 (cloth ; alkaline paper); 0300136617 (cloth ; alkaline paper); 9780300219722 (paperback); 0300219725 (paperback),,,2012034381; 9780300136616 (cloth ; alkaline paper); 0300136617 (cloth ; alkaline paper); 9780300219722 (paperback); 0300219725 (paperback),2012034381; 9780300136616 (cloth ; alkaline paper); 0300136617 (cloth ; alkaline paper); 9780300219722 (paperback); 0300219725 (paperback),t,Text,"['b1eaf209-c73b-4424-958c-c4d21f375e2c', '517787f8-c02e-4d8a-ab2c-0f46964366e6', 'ef135a6c-0f5e-4ee3-98f7-e43452063e2c', '0679b3b8-57e9-4842-b23a-6fddc79a2b8b']"
9788173201240,9977940624803681,2013315265,"Goddess worship in the Western Himalayas : temples, tradition, art, and rituals / Deepak Rawat.",goddess worship in the western himalayas temples tradition art and rituals deepak rawat,,,penn,goddess worship in the western himalayas temples tradition art and rituals deepak rawat,ta,9788173201240; 8173201242; 8173201240,,,2013315265; 9788173201240; 8173201242; 8173201240,2013315265; 9788173201240; 8173201242; 8173201240,t,Text,['26489ff6-2e18-438c-bc72-6f2dcbee02bb']
golconda fort guide map & colour pictures.,9961058073503681,,Golconda Fort guide map & colour pictures.,golconda fort guide map & colour pictures.,,,penn,golconda fort guide map & colour pictures.,ta,,,,,golconda fort guide map & colour pictures.,t,Text,"['f0be8adf-37a0-412e-aefc-ebb8e57b3cdc', '00bc0134-3514-4106-9919-310c26a63961', '50a7e009-0088-4f00-8728-c83ea14dc980']"
8170676051874 (paperback),9959617923503681,,Hasuru honnu / Bi. Ji. El. Svāmi.,hasuru honnu / bi. ji. el. svāmi.,,,penn,hasuru honnu / bi. ji. el. svāmi.,ta,8170676051874 (paperback),,,8170676051874 (paperback),8170676051874 (paperback),t,Text,"['26d30b43-7495-48ff-ad16-23ebdf185482', '42477758-1595-4fc5-9652-ece385981574']"
9788178312828,9977129792803681,2012335957,Indian National Congress and the Indian Muslims : a Muslim perspective / Khwaja Iftikhar Ahmed.,indian national congress and the indian muslims a muslim perspective khwaja iftikhar ahmed,first edition,,penn,indian national congress and the indian muslims a muslim perspective khwaja iftikhar ahmed_first edition,ta,9788178312828; 8178312824,First edition.,,2012335957; 9788178312828; 8178312824,2012335957; 9788178312828; 8178312824,t,Text,['8fa3c335-332e-440b-afd0-7bf65b30ee90']
merī dulārī / nabīlah abbar rājah.,9964252053503681,,Merī dulārī / Nabīlah Abbar Rājah.,merī dulārī / nabīlah abbar rājah.,,,penn,merī dulārī / nabīlah abbar rājah.,ta,,,,,merī dulārī / nabīlah abbar rājah.,t,Text,"['1fe95a62-b0ed-4dbc-a9f6-a2d45d82bb6d', 'bcedc4c5-6492-42fd-97cf-e79d7fd8dbb5']"
9789381207048,9961338863503681,,Raza : the most solemn celebration of Holy Qurbana in the Mar Toma Nas̲rani Church / [arranged and edited by Varghese Pathikulangara].,raza the most solemn celebration of holy qurbana in the mar toma nasrani church arranged and edited by varghese pathikulangara,,,penn,raza the most solemn celebration of holy qurbana in the mar toma nasrani church arranged and edited by varghese pathikulangara,ta,9789381207048; 9381207046,,,9789381207048; 9381207046,9789381207048; 9381207046,t,Text,['b76dd6f0-a160-4c86-84e0-2a5fb8e39066']
2015364763,9977242205503681,2015364763,R.K. Narayan : an introduction / Mohan G. Ramanan.,rk narayan an introduction mohan g ramanan,,,penn,rk narayan an introduction mohan g ramanan,ta,9789382993537 (paperback); 9382993533 (paperback); 9789382993810 (paperback); 9382993819 (paperback),,,2015364763; 9789382993537 (paperback); 9382993533 (paperback); 9789382993810 (paperback); 9382993819 (paperback),2015364763; 9789382993537 (paperback); 9382993533 (paperback); 9789382993810 (paperback); 9382993819 (paperback),t,Text,"['40719add-3d07-4fc0-bf20-66cdc73df36e', '5b143b8c-752d-4298-8d0a-d2c00ea5bf4c']"
0062853430 (hardcover),9977567046003681,2020275954,Sins of the fathers : a J. P. Beaumont novel / J. A. Jance.,sins of the fathers a j p beaumont novel j a jance,first edition,,penn,sins of the fathers a j p beaumont novel j a jance_first edition,ta,9780062853431 (hardcover); 0062853430 (hardcover); 9780062936905 (paperback); 0062936905 (paperback),First edition.,,2020275954; 9780062853431 (hardcover); 0062853430 (hardcover); 9780062936905 (paperback); 0062936905 (paperback),2020275954; 9780062853431 (hardcover); 0062853430 (hardcover); 9780062936905 (paperback); 0062936905 (paperback),t,Text,"['4434b303-3146-4794-971d-b2948720d731', '9ba577fc-847a-4e41-b715-542b2da33a3c']"
9382237038 (paperback),9978091827303681,,Śree Lalitā trishatee : 300 divine names of the celestial mother : with meanings and commentaries / Ramamurthy N.,sree lalita trishatee 300 divine names of the celestial mother with meanings and commentaries ramamurthy n,first edition,,penn,sree lalita trishatee 300 divine names of the celestial mother with meanings and commentaries ramamurthy n_first edition,ta,9789382237037 (paperback); 9382237038 (paperback),First edition.,,9789382237037 (paperback); 9382237038 (paperback),9789382237037 (paperback); 9382237038 (paperback),t,Text,['5eba0451-36e2-404a-9cce-4bd7e94aa10d']
1742235689 (paperback),9977509400503681,,The battle within : POWs in postwar Australia / Christina Twomey.,the battle within pows in postwar australia christina twomey,,,penn,the battle within pows in postwar australia christina twomey,ta,9781742235684 (paperback); 1742235689 (paperback),,,9781742235684 (paperback); 1742235689 (paperback),9781742235684 (paperback); 1742235689 (paperback),t,Text,"['1befabd4-07ea-480b-9956-8bbbabb32623', 'a92253a0-64ab-4558-9e01-5dc4bd06a799']"
8129124777 paperback,9959958583503681,,The corner office / Ashutosh Garg.,the corner office ashutosh garg,,,penn,the corner office ashutosh garg,ta,9788129124777 paperback; 8129124777 paperback,,,9788129124777 paperback; 8129124777 paperback,9788129124777 paperback; 8129124777 paperback,t,Text,['4a91894c-0080-4278-8b21-ac469a8d5c38']
8188827304,9958242063503681,2012335428,The krti in Karnātak music / Lalita Ramakrishna.,the krti in karnātak music / lalita ramakrishna.,,,penn,the krti in karnātak music / lalita ramakrishna.,ta,9788188827282; 8188827304; 8188827282; 9788188827305,,,2012335428; 9788188827282; 8188827304; 8188827282; 9788188827305,2012335428; 9788188827282; 8188827304; 8188827282; 9788188827305,t,Text,['5816d884-232f-4e97-89d6-7f2ba3c1795e']
058249074X,9978026292203681,79040216,The Tudor Age / by James A. Williamson.,the tudor age by james a williamson,3d ed reprinted,london new york longman 1979,penn,the tudor age by james a williamson_3d ed reprinted_london new york longman 1979,ta,058249074X; 9780582490741,3d ed. reprinted.,"London ; New York : Longman, 1979.",79040216; 058249074X; 9780582490741,79040216; 058249074X; 9780582490741,t,Text,['26ea33cf-2961-4054-a350-fdb8470c505f']
"880-01 jāna-granthāvalī / [sampādaka-maṇḍala, oma prakāśa śarmā ... [and others]]._88002 prathamavrtti",9957563873503681,,"880-01 Jāna-granthāvalī / [sampādaka-maṇḍala, Oma Prakāśa Śarmā ... [and others]].","880-01 jāna-granthāvalī / [sampādaka-maṇḍala, oma prakāśa śarmā ... [and others]].",88002 prathamavrtti,,penn,"880-01 jāna-granthāvalī / [sampādaka-maṇḍala, oma prakāśa śarmā ... [and others]]._88002 prathamavrtti",ta,,880-02 Prathamāvr̥tti.,,,"880-01 jāna-granthāvalī / [sampādaka-maṇḍala, oma prakāśa śarmā ... [and others]]._88002 prathamavrtti",t,Text,[]
"880-01 mīrāṃ br̥hatpadāvalī / mīrāṃ bāī-racita ; sampādaka, harinārāyaṇa purohita._880-02 3. saṃskaraṇa.",9957568443503681,,"880-01 Mīrāṃ br̥hatpadāvalī / Mīrāṃ Bāī-racita ; sampādaka, Harinārāyaṇa Purohita.","880-01 mīrāṃ br̥hatpadāvalī / mīrāṃ bāī-racita ; sampādaka, harinārāyaṇa purohita.",880-02 3. saṃskaraṇa.,,penn,"880-01 mīrāṃ br̥hatpadāvalī / mīrāṃ bāī-racita ; sampādaka, harinārāyaṇa purohita._880-02 3. saṃskaraṇa.",ta,,880-02 3. saṃskaraṇa.,,,"880-01 mīrāṃ br̥hatpadāvalī / mīrāṃ bāī-racita ; sampādaka, harinārāyaṇa purohita._880-02 3. saṃskaraṇa.",t,Text,['6fa98c39-21b0-439b-a33d-d57aacd05474']
8126410337 (paperback),9961600673503681,,880-01 Prākṭikkal visḍaṃ : yathārttha jīvitattiluṃ mānējment̲iluṃ / Koccausēph Cit̲t̲ilappiḷḷi.,880-01 prākṭikkal visḍaṃ : yathārttha jīvitattiluṃ mānējment̲iluṃ / koccausēph cit̲t̲ilappiḷḷi.,,,penn,880-01 prākṭikkal visḍaṃ : yathārttha jīvitattiluṃ mānējment̲iluṃ / koccausēph cit̲t̲ilappiḷḷi.,ta,8126410337 (paperback); 9788126410330 (paperback),,,8126410337 (paperback); 9788126410330 (paperback),8126410337 (paperback); 9788126410330 (paperback),t,Text,['cb04fcf1-61b3-4763-bc70-66a0e28dd16d']
4488018343,9977523720403681,,880-01 Yadokari no hoshi.,880-01 yadokari no hoshi.,,,penn,880-01 yadokari no hoshi.,ta,9784488018344; 4488018343,,,9784488018344; 4488018343,9784488018344; 4488018343,t,Text,"['94730a50-a17e-4722-9566-ab04a887f42f', '218ca0f2-e809-417d-9e8e-31285f469e5f']"
1844644588,9977522752903681,,"A film history of Chinese minorities / author Rao Shuguang ; translated by Wu Biyu, Wang Jianguo ; revised by Dan Rust, Lawrence White.",a film history of chinese minorities author rao shuguang translated by wu biyu wang jianguo revised by dan rust lawrence white,,,penn,a film history of chinese minorities author rao shuguang translated by wu biyu wang jianguo revised by dan rust lawrence white,ta,9781844644582; 1844644588,,,9781844644582; 1844644588,9781844644582; 1844644588,t,Text,"['02e9b79f-cd0e-43b6-b95f-7a2763910e81', '91e9a81c-c022-401c-923d-d2bc9de58779']"
8187737239,9977823799603681,,Child speak/woman song / Vasundhara Tewari Broota.,child speakwoman song vasundhara tewari broota,,,penn,child speakwoman song vasundhara tewari broota,ta,8187737239,,,8187737239,8187737239,t,Text,[]
0676973132,9964822223503681,,Experience / Martin Amis.,experience martin amis,first canadian edition,,penn,experience martin amis_first canadian edition,ta,0676973132; 9780676973136,First Canadian edition.,,0676973132; 9780676973136,0676973132; 9780676973136,t,Text,"['755b3983-d2a1-445f-88f0-598245eee135', '936970d6-f232-43ab-a6bc-4fa5ec7bb587', '191ca38a-e428-40cf-b1b7-a430c8486c80', '5bbfba20-2a50-475f-a9ee-8afddc231f42', 'de4820d5-a6ff-46f0-80fc-5eed53315cca', '1d2284b6-44b7-4ddd-ab0e-169cac5660d4', '53e3f5ba-098b-4ae6-8658-1953e8b82c3d', '788386b2-8e99-4369-9b77-a8eee709e36f', '9d352dfc-c18a-4a34-b49e-9b8aa0d7d7fe', '6c9d50fc-2e0c-4cf5-90e0-c5f9b596c0df', '2f681c20-adba-4cd2-b539-2ae3ce9a00b7', 'dc35bc50-d7fb-4172-aa85-d8f8cb2f1654', '0f57e4e1-02c7-42d8-951c-42c294f92653', 'c539265b-8988-43b5-96f9-13e4cb0b4cce', '6d96c9c7-c114-46cf-b08b-81490c0b29f2', '32b9bfa8-804c-4e26-acf4-4df9fcdac7d3']"
2013315575,9959431133503681,2013315575,"Goddess Bagaḷāmukhī in Indian art, literature & thought / C.V. Rangaswami.",goddess bagalamukhi in indian art literature thought cv rangaswami,,,penn,goddess bagalamukhi in indian art literature thought cv rangaswami,ta,9788188934959; 818893495X,,,2013315575; 9788188934959; 818893495X,2013315575; 9788188934959; 818893495X,t,Text,['7946e9a8-8bcc-4459-846c-bd266f9a0c9e']
9788180695667 paperback,9951997243503681,,Humour in the lives of great men / Jagdish Chandra Sharma.,humour in the lives of great men jagdish chandra sharma,third edition,,penn,humour in the lives of great men jagdish chandra sharma_third edition,ta,9788180695667 paperback; 8180695662 paperback,Third edition.,,9788180695667 paperback; 8180695662 paperback,9788180695667 paperback; 8180695662 paperback,t,Text,['331028b0-f41b-407c-8666-a642e441716c']
3791356089,9977250510803681,2017931518,"John Graham : maverick modernist / Alicia G. Longwell ; with essays by William C. Agee, Sophie Egly, and Karen Wilkin.",john graham maverick modernist alicia g longwell with essays by william c agee sophie egly and karen wilkin,,,penn,john graham maverick modernist alicia g longwell with essays by william c agee sophie egly and karen wilkin,ta,9783791356082; 3791356089,,,2017931518; 9783791356082; 3791356089,2017931518; 9783791356082; 3791356089,t,Text,['74485032-4efb-4cad-a730-5c6a1f35a031']
1771121874,9970933293503681,,"Learn, teach, challenge : approaching indigenous literatures / Deanna Reder and Linda M. Morra, editors.",learn teach challenge approaching indigenous literatures deanna reder and linda m morra editors,,,penn,learn teach challenge approaching indigenous literatures deanna reder and linda m morra editors,ta,9781771121859 (paperback); 1771121858; 1771121874; 9781771121873; 1771121866; 9781771121866,,,9781771121859 (paperback); 1771121858; 1771121874; 9781771121873; 1771121866; 9781771121866,9781771121859 (paperback); 1771121858; 1771121874; 9781771121873; 1771121866; 9781771121866,t,Text,"['f5cc158f-bb25-4516-a2ac-0b097dea316a', 'ea58cfd5-5ba7-4c8b-a0be-e6673f614b6c', '397656d4-7cb7-4359-aaf7-9f397c51c26a']"
9780679730347 paperback $13.00,9963172583503681,90050471,London fields / Martin Amis.,london fields martin amis,first vintage international edition,,penn,london fields martin amis_first vintage international edition,ta,0679730346 paperback $13.00; 9780679730347 paperback $13.00,First Vintage international edition.,,90050471; 0679730346 paperback $13.00; 9780679730347 paperback $13.00,90050471; 0679730346 paperback $13.00; 9780679730347 paperback $13.00,t,Text,"['fec110c2-11aa-4082-ac54-3cf9ea5180db', 'd337cf4f-0378-4743-843e-c98af5c26c2e', 'b04e95d2-ea14-452d-8148-e15e20820dab', '3195b51e-8126-4f5d-9609-4a66da2670ca', '35532b43-4312-4c5d-aacc-b658b5498943']"
9781922268020,9977782739103681,,Lucky ticket / Joey Bui.,lucky ticket joey bui,,,penn,lucky ticket joey bui,ta,9781922268020; 192226802X (paperback),,,9781922268020; 192226802X (paperback),9781922268020; 192226802X (paperback),t,Text,['d5b5183c-cd5a-4410-8970-810e63443a3d']
3319394436,9972042533503681,,"Maths meets myths : quantitative approaches to ancient narratives / Ralph Kenna, M©Łir©Ưn MacCarron, P©Łdraig MacCarron, editors.",maths meets myths quantitative approaches to ancient narratives ralph kenna mirun maccarron pdraig maccarron editors,,,penn,maths meets myths quantitative approaches to ancient narratives ralph kenna mirun maccarron pdraig maccarron editors,ta,9783319394435; 3319394436,,,9783319394435; 3319394436,9783319394435; 3319394436,t,Text,[]
9788126917952,9960346513503681,,Medieval India : from 8th to 18th century A.D. / Atlantic Research Division.,medieval india from 8th to 18th century ad atlantic research division,,,penn,medieval india from 8th to 18th century ad atlantic research division,ta,9788126917952,,,9788126917952,9788126917952,t,Text,['365b4bd3-701a-419e-85af-6e320ea515d5']
9788188827428,9977538631503681,,Rag - dhun dictionary : a lexicon of the melodic scales of Indian music / R.K. Das.,rag dhun dictionary a lexicon of the melodic scales of indian music rk das,,,penn,rag dhun dictionary a lexicon of the melodic scales of indian music rk das,ta,9788188827428,,,9788188827428,9788188827428,t,Text,"['d52b505e-7658-45b1-a7d5-89c561a84225', '3743c579-5bd0-4c1e-ab03-e99c4094b650']"
9381904367,9962798643503681,2013315550,"Recollections of the Se La-Bomdila debacle, 1962 / Jaidev Singh Datta.",recollections of the se labomdila debacle 1962 jaidev singh datta,,,penn,recollections of the se labomdila debacle 1962 jaidev singh datta,ta,9789381904367; 9381904367,,,2013315550; 9789381904367; 9381904367,2013315550; 9789381904367; 9381904367,t,Text,[]
rise and development of arabic language and literature in gujarat by baqirali muhammadali tirmizi edited by mohaiuddin bombaywala mehboobhusain abbasi,9959902453503681,,"Rise and development of Arabic language and literature in Gujarat / by BaqirAli MuhammadAli Tirmizi ; edited by Mohaiuddin Bombaywala, Mehboobhusain Abbasi.",rise and development of arabic language and literature in gujarat by baqirali muhammadali tirmizi edited by mohaiuddin bombaywala mehboobhusain abbasi,,,penn,rise and development of arabic language and literature in gujarat by baqirali muhammadali tirmizi edited by mohaiuddin bombaywala mehboobhusain abbasi,ta,,,,,rise and development of arabic language and literature in gujarat by baqirali muhammadali tirmizi edited by mohaiuddin bombaywala mehboobhusain abbasi,t,Text,['82fad96d-db55-40e0-a925-25007c9b1956']
9781886439498 (volume 1),9976493833503681,2014957879,"The collection for the propagation and clarification of Buddhism : (Taishō volume 52, number 2102) / [compiled by Shi Sengyou] ; translated from the Chinese by Harumi Hirano Ziegler.",the collection for the propagation and clarification of buddhism taisho volume 52 number 2102 compiled by shi sengyou translated from the chinese by harumi hirano ziegler,,,penn,the collection for the propagation and clarification of buddhism taisho volume 52 number 2102 compiled by shi sengyou translated from the chinese by harumi hirano ziegler,ta,9781886439498 (volume 1); 1886439494 (volume 1),,,2014957879; 9781886439498 (volume 1); 1886439494 (volume 1),2014957879; 9781886439498 (volume 1); 1886439494 (volume 1),t,Text,"['2c764573-c620-4a60-ada6-6f97137524a0', 'd21a9f79-f0c8-425a-91dd-6bf291d64f45', 'a0e09485-f449-4c8f-a943-3a343980c134', '0970f573-5d32-4d12-aa88-cd49dab63516', '387f498b-04e7-4163-875e-42405cdc8e82']"
2015358768,9977600012803681,2015358768,The world of Assamese folktales : a study of the tales of Lakshminath Bezbaroa and Troilokyeswari Devi Baruani / Sanjeev Kumar Nath.,the world of assamese folktales a study of the tales of lakshminath bezbaroa and troilokyeswari devi baruani sanjeev kumar nath,,,penn,the world of assamese folktales a study of the tales of lakshminath bezbaroa and troilokyeswari devi baruani sanjeev kumar nath,ta,9789381139004 (paperback); 9381139008 (paperback),,,2015358768; 9789381139004 (paperback); 9381139008 (paperback),2015358768; 9789381139004 (paperback); 9381139008 (paperback),t,Text,['f3d7f0be-5ca7-4299-97d2-7d067d274d0b']
2013316291,9977600316503681,2013316291,Touching the trinity : a travelogue on Trinidad and Tobago / Manoj Barpujari.,touching the trinity a travelogue on trinidad and tobago manoj barpujari,,,penn,touching the trinity a travelogue on trinidad and tobago manoj barpujari,ta,9788172131678 (paperback); 8172131674 (paperback),,,2013316291; 9788172131678 (paperback); 8172131674 (paperback),2013316291; 9788172131678 (paperback); 8172131674 (paperback),t,Text,['64e85652-c4cd-4284-8a17-2e08ff048aec']
0198077130,9958467163503681,,Tughlaq / Girish Karnad ; [translated by Alyque Padamsee].,tughlaq girish karnad translated by alyque padamsee,,,penn,tughlaq girish karnad translated by alyque padamsee,ta,0198077130; 9780198077138 paperback,,,0198077130; 9780198077138 paperback,0198077130; 9780198077138 paperback,t,Text,['0e8c72a4-fac8-45c8-a993-cfc22be99bdb']
9789381160312,9978085174403681,,"880-01 Devadāsaḥ / mūlam, Śaraccandracaṭṭopādhyāyaḥ [i.e. Śaratcandracaṭṭopādhyāya] ; anuvādaḥ Viśvajīt Prāmāṇikaḥ.","880-01 devadāsaḥ / mūlam, śaraccandracaṭṭopādhyāyaḥ [i.e. śaratcandracaṭṭopādhyāya] ; anuvādaḥ viśvajīt prāmāṇikaḥ.",,,penn,"880-01 devadāsaḥ / mūlam, śaraccandracaṭṭopādhyāyaḥ [i.e. śaratcandracaṭṭopādhyāya] ; anuvādaḥ viśvajīt prāmāṇikaḥ.",ta,9789381160312,,,9789381160312,9789381160312,t,Text,[]
9789848975074,9978085207703681,2011322714,880-01 Lālana Sām̐i o uttarasūri / Ābula Āhasāna Caudhurī.,880-01 lālana sām̐i o uttarasūri / ābula āhasāna caudhurī.,,,penn,880-01 lālana sām̐i o uttarasūri / ābula āhasāna caudhurī.,ta,9789848975074,,,2011322714; 9789848975074,2011322714; 9789848975074,t,Text,['5c629869-84d9-4884-a71f-123ec146df0d']
2013310318,9959902563503681,2013310318,A soldier's general : an autobiography / J.J. Singh.,a soldiers general an autobiography jj singh,,,penn,a soldiers general an autobiography jj singh,ta,9789350291337; 9350291339,,,2013310318; 9789350291337; 9350291339,2013310318; 9789350291337; 9350291339,t,Text,['9ec825cd-ec77-4d89-87e1-ed5ab1442947']
