key,F001,F010_str,F245,normalized_title,normalized_edition,normalized_pub,source,match_key,F007_str,F020_str,F250_str,F260_str,id_list_str,key_array_str,F007_code,F007_desc,borrowdir_id
9699645288,9959381763503681,,"Shaik̲h̲ulhind ke desh men̲ sāt din : qāʼid-i jamʻiyat, Maulānā Faz̤alurraḥmán Maẓalah alʻālī ke zer qayādat jamʻiyat ke pārlīmānī vafd ke daurah-yi Hindūstān ki rūʼīdād / ʻAt̤āʼulláh Shahāb.","shaik̲h̲ulhind ke desh men̲ sāt din : qāʼid-i jamʻiyat, maulānā faz̤alurraḥmán maẓalah alʻālī ke zer qayādat jamʻiyat ke pārlīmānī vafd ke daurah-yi hindūstān ki rūʼīdād / ʻat̤āʼulláh shahāb.",,,penn,"shaik̲h̲ulhind ke desh men̲ sāt din : qāʼid-i jamʻiyat, maulānā faz̤alurraḥmán maẓalah alʻālī ke zer qayādat jamʻiyat ke pārlīmānī vafd ke daurah-yi hindūstān ki rūʼīdād / ʻat̤āʼulláh shahāb.",ta,9789699645280; 9699645288,,,9789699645280; 9699645288,9789699645280; 9699645288,t,Text,['ff627e7f-8b57-40cf-9acd-086708339124']
65008428,999576003503681,65008428,Studies in the philosophy of history; selected essays from History and theory / Carey B. Joynt [and others] Edited by George H. Nadel.,studies in the philosophy of history selected essays from history and theory carey b joynt and others edited by george h nadel,,,penn,studies in the philosophy of history selected essays from history and theory carey b joynt and others edited by george h nadel,ta,,,,65008428,65008428,t,Text,['85c18a79-a6a9-4487-a33b-e1dfd87d981e']
9781894865531,9977442725303681,,The famine of 1932-1933 in Ukraine : an anatomy of the Holodomor / Stanislav Kulchytsky ; translated from the Ukrainian by Ali Kinsella.,the famine of 19321933 in ukraine an anatomy of the holodomor stanislav kulchytsky translated from the ukrainian by ali kinsella,,,penn,the famine of 19321933 in ukraine an anatomy of the holodomor stanislav kulchytsky translated from the ukrainian by ali kinsella,ta,9781894865531; 1894865537,,,9781894865531; 1894865537,9781894865531; 1894865537,t,Text,[]
9781789060638 (paperback),9978146990503681,,"Treatment and Valorisation of Saline Wastewater : Principles and Practice / Anuska Mosquera Corral, Ángeles Val del Río and José Luis Campos Gómez.",treatment and valorisation of saline wastewater principles and practice anuska mosquera corral angeles val del rio and jose luis campos gomez,,,penn,treatment and valorisation of saline wastewater principles and practice anuska mosquera corral angeles val del rio and jose luis campos gomez,ta,9781789060638 (paperback); 178906063X (paperback),,,9781789060638 (paperback); 178906063X (paperback),9781789060638 (paperback); 178906063X (paperback),t,Text,"['5906990d-9a0d-48b9-83ec-3c2d97411ff3', 'fb869063-b833-41a0-95a8-04870125b8e1', '08a56bbe-fc05-4f0e-9ac6-a68e711443bc', '04da4f65-bbe4-414e-9996-fc45ae759905', '139574a8-a1d6-40d1-bb46-8a94234c85b3']"
vital statistics of india based on civil registration system 2010,9962639423503681,,"Vital statistics of India based on civil registration system, 2010.",vital statistics of india based on civil registration system 2010,,,penn,vital statistics of india based on civil registration system 2010,ta,,,,,vital statistics of india based on civil registration system 2010,t,Text,['5ef99f29-7fba-480d-83ed-a9be418a93b5']
9788172131517,9978091832803681,,880-01 Amr̥ta : upanyāsa / Mañju Dattabaruwā.,880-01 amr̥ta : upanyāsa / mañju dattabaruwā.,,,penn,880-01 amr̥ta : upanyāsa / mañju dattabaruwā.,ta,9788172131517,,,9788172131517,9788172131517,t,Text,['f0b6ed08-28f1-4ff2-95b2-588632b8cf6a']
(paperback),9978057716503681,,880-01 Paṭṭukkōṭṭaiyārin̲ pāṭṭut tir̲am : oru camūkap pārvai / Pā. Vīramaṇi.,880-01 paṭṭukkōṭṭaiyārin̲ pāṭṭut tir̲am : oru camūkap pārvai / pā. vīramaṇi.,880-02 1. patippu.,,penn,880-01 paṭṭukkōṭṭaiyārin̲ pāṭṭut tir̲am : oru camūkap pārvai / pā. vīramaṇi._880-02 1. patippu.,ta,(paperback),880-02 1. patippu.,,(paperback),(paperback),t,Text,['c5be2a38-400c-4627-9838-3fd776976d26']
2013411572,9977378212603681,2013411572,880-02 Samakālīna Hindī sinemā / Ḍô. Sī. Bhāskara Rāva.,880-02 samakālīna hindī sinemā / ḍô. sī. bhāskara rāva.,880-03 prathama saṃskaraṇa.,,penn,880-02 samakālīna hindī sinemā / ḍô. sī. bhāskara rāva._880-03 prathama saṃskaraṇa.,ta,9788188790746 (v. 1); 8188790745 (v. 1); 9789383725113 (v. 2); 9383725117 (v. 2),880-03 Prathama saṃskaraṇa.,,2013411572; 9788188790746 (v. 1); 8188790745 (v. 1); 9789383725113 (v. 2); 9383725117 (v. 2),2013411572; 9788188790746 (v. 1); 8188790745 (v. 1); 9789383725113 (v. 2); 9383725117 (v. 2),t,Text,['51490f4f-35a1-42a1-9705-32d1ad2f639b']
atlas on houses household amenities and assets sikkim technical direction ap singh general guidance deepak rastogi overall direction c chandramouli registrar general census commissioner india,9962451483503681,,"Atlas on houses, household amenities and assets, Sikkim / technical direction, A.P. Singh ; general guidance, Deepak Rastogi ; overall direction, C. Chandramouli, Registrar General & Census Commissioner, India.",atlas on houses household amenities and assets sikkim technical direction ap singh general guidance deepak rastogi overall direction c chandramouli registrar general census commissioner india,,,penn,atlas on houses household amenities and assets sikkim technical direction ap singh general guidance deepak rastogi overall direction c chandramouli registrar general census commissioner india,ta,,,,,atlas on houses household amenities and assets sikkim technical direction ap singh general guidance deepak rastogi overall direction c chandramouli registrar general census commissioner india,t,Text,['0010d9bf-ad04-47e7-91e6-b2a47c4dca18']
9788180903007,9960161443503681,2012353954,Brahmanical temple art and architecture in Hadoti : from earliest times to seventh century A.D. / Ambika Dhaka.,brahmanical temple art and architecture in hadoti from earliest times to seventh century ad ambika dhaka,first edition,,penn,brahmanical temple art and architecture in hadoti from earliest times to seventh century ad ambika dhaka_first edition,ta,9788180903007; 8180903001,First edition.,,2012353954; 9788180903007; 8180903001,2012353954; 9788180903007; 8180903001,t,Text,['bb5c54de-ee5a-403f-b74b-6000d17ad572']
"der jüdische nationalfonds (keren kajemeth le'israel) adolf böhm._3., völlig neubearb. auflage.",9977966342503681,,Der Jüdische Nationalfonds (Keren Kajemeth Le'israel) Adolf Böhm.,der jüdische nationalfonds (keren kajemeth le'israel) adolf böhm.,"3., völlig neubearb. auflage.",,penn,"der jüdische nationalfonds (keren kajemeth le'israel) adolf böhm._3., völlig neubearb. auflage.",tu,,"3., völlig neubearb. Auflage.",,,"der jüdische nationalfonds (keren kajemeth le'israel) adolf böhm._3., völlig neubearb. auflage.",t,Text,['a2f67ae4-6fe1-414e-9e7c-3fc09351d151']
2015306913,9977927237103681,2015306913,Failed roman! : how roman script fails to reproduce important Indian sounds and needs to be redesigned / H. Kumar Vyas and Dhruva Rao.,failed roman how roman script fails to reproduce important indian sounds and needs to be redesigned h kumar vyas and dhruva rao,,,penn,failed roman how roman script fails to reproduce important indian sounds and needs to be redesigned h kumar vyas and dhruva rao,ta,9788186199787 (paperback); 8186199780 (paperback),,,2015306913; 9788186199787 (paperback); 8186199780 (paperback),2015306913; 9788186199787 (paperback); 8186199780 (paperback),t,Text,"['635a6065-ae21-4098-8544-822ac02ed15a', 'c371dde5-e505-4bb8-91ee-3d2faf29af53']"
9780719569005 (hardback),9964949183503681,,Flood of fire / Amitav Ghosh.,flood of fire amitav ghosh,,,penn,flood of fire amitav ghosh,ta,0719569001; 9780719569005 (hardback); 9780719569012 (paperback); 071956901X (paperback),,,0719569001; 9780719569005 (hardback); 9780719569012 (paperback); 071956901X (paperback),0719569001; 9780719569005 (hardback); 9780719569012 (paperback); 071956901X (paperback),t,Text,"['edcb3a78-51d9-433e-97ee-f1d04ed8235a', 'eaabde94-73bd-4709-a1d5-3c4da4557f84', '8d90c9a8-30a9-4868-a69c-69d045811411', '6979fce7-b004-4af5-b5f8-3ad806633bae', 'f0f2e518-3c83-406e-b149-597290351416', '170caf41-5c00-4a6b-aa95-dcc80cca0cc2', 'f3e960eb-b6ec-4933-ba4a-cbfd4ee3828d', '9618a81c-c666-4509-a624-00d331a8eef3', 'b7aed04b-25c1-4ea0-ae17-727ebbef0ccd', '9fd2f4ac-e1fc-4626-9462-4c1daf9e7675']"
interactive workshop operation maintenance and renovation modernization uprating and life extension of hydro power plants 2021 june 2013 new delhi course material organized by central board of irrigation power in association with society of power engineers india,9962449623503681,,"Interactive Workshop: Operation & Maintenance and Renovation, Modernization, Uprating and Life Extension of Hydro Power Plants, 20-21 June, 2013, New Delhi : course material / organized by Central Board of Irrigation & Power in association with Society of Power Engineers (India).",interactive workshop operation maintenance and renovation modernization uprating and life extension of hydro power plants 2021 june 2013 new delhi course material organized by central board of irrigation power in association with society of power engineers india,,,penn,interactive workshop operation maintenance and renovation modernization uprating and life extension of hydro power plants 2021 june 2013 new delhi course material organized by central board of irrigation power in association with society of power engineers india,ta,,,,,interactive workshop operation maintenance and renovation modernization uprating and life extension of hydro power plants 2021 june 2013 new delhi course material organized by central board of irrigation power in association with society of power engineers india,t,Text,[]
2014360095,9977927308803681,2014360095,Journey through a tradition : Kandappa - T. Balasaraswati Bharatanāṭyam technique / original Tamil text of V. Raghavan ; translated by Nandini Ramani.,journey through a tradition kandappa t balasaraswati bharatanatyam technique original tamil text of v raghavan translated by nandini ramani,,,penn,journey through a tradition kandappa t balasaraswati bharatanatyam technique original tamil text of v raghavan translated by nandini ramani,ta,,,,2014360095,2014360095,t,Text,"['ac8c522c-5226-45c5-9985-9df37edf44b4', '9b46f554-ab17-4329-98c6-92fc3b9d2ac5', '5a7326a6-5b62-45a4-aa7d-f05125c032a8']"
kosha or dictionary of the sanskrit language by amara singh with an english interpretation and annotations by ht cole brooks,9977556216303681,,"Kosha, or, Dictionary of the Sanskrit language / by Amara Singh ; with an English interpretation and annotations by H.T. Cole Brooks.",kosha or dictionary of the sanskrit language by amara singh with an english interpretation and annotations by ht cole brooks,,,penn,kosha or dictionary of the sanskrit language by amara singh with an english interpretation and annotations by ht cole brooks,ta,,,,,kosha or dictionary of the sanskrit language by amara singh with an english interpretation and annotations by ht cole brooks,t,Text,['c3061ef1-c1e1-4044-89cb-f9581140c558']
2012351876,9977813434603681,2012351876,Krīḍanīyakam : myriad faces of comedy in Sanskrit drama / N.K. Geetha.,kridaniyakam myriad faces of comedy in sanskrit drama nk geetha,first edition,,penn,kridaniyakam myriad faces of comedy in sanskrit drama nk geetha_first edition,ta,9789380864099; 9380864094,First edition.,,2012351876; 9789380864099; 9380864094,2012351876; 9789380864099; 9380864094,t,Text,['1ca46255-0596-4159-8078-40aefd275a14']
2011350795,9951996993503681,2011350795,Making a difference : memoirs from the women's movement in India / edited by Ritu Menon.,making a difference memoirs from the womens movement in india edited by ritu menon,,,penn,making a difference memoirs from the womens movement in india edited by ritu menon,ta,8188965677 paperback; 9788188965670 paperback,,,2011350795; 8188965677 paperback; 9788188965670 paperback,2011350795; 8188965677 paperback; 9788188965670 paperback,t,Text,['d4777e7c-aca5-4f27-b959-a9f1911dc29b']
8183875823,9963517083503681,2013316616,"Malayali diaspora : from Kerala to the ends of the world / editors, Sam George & T.V. Thomas.",malayali diaspora from kerala to the ends of the world editors sam george tv thomas,,,penn,malayali diaspora from kerala to the ends of the world editors sam george tv thomas,ta,9788183875820; 8183875823,,,2013316616; 9788183875820; 8183875823,2013316616; 9788183875820; 8183875823,t,Text,['06ae562c-dbd1-47e0-8791-0d03469b6ed8']
0571559514 sewn,9931712153503681,,Prequel to Opening signal : for three trumpets : 1994 / Olivier Knussen.,prequel to opening signal for three trumpets 1994 olivier knussen,,,penn,prequel to opening signal for three trumpets 1994 olivier knussen,ta,0571559514 sewn,,,0571559514 sewn,0571559514 sewn,t,Text,[]
9788192277202 (paperback),9978085178603681,2012339652,Retrieving the beauty of blackness : a brief study of the evolution of dalit poetry in Malayalam / S.R. Chandramohanan.,retrieving the beauty of blackness a brief study of the evolution of dalit poetry in malayalam sr chandramohanan,,,penn,retrieving the beauty of blackness a brief study of the evolution of dalit poetry in malayalam sr chandramohanan,ta,9788192277202 (paperback); 8192277208 (paperback),,,2012339652; 9788192277202 (paperback); 8192277208 (paperback),2012339652; 9788192277202 (paperback); 8192277208 (paperback),t,Text,['b98bfbed-e2d1-4df9-9299-1a9456ad07c6']
3867322198 (hardcover),9977685845903681,2018448735,Romanische Bestiensäulen / Wilfried E. Keil.,romanische bestiensäulen / wilfried e. keil.,"erstausgabe, 1. auflage.",,penn,"romanische bestiensäulen / wilfried e. keil._erstausgabe, 1. auflage.",ta,9783867322195 (hardcover); 3867322198 (hardcover),"Erstausgabe, 1. Auflage.",,2018448735; 9783867322195 (hardcover); 3867322198 (hardcover),2018448735; 9783867322195 (hardcover); 3867322198 (hardcover),t,Text,['8da74fc7-0eb4-48d4-9ecc-3a822161e45d']
9789380261393,9952781633503681,,"Social, economic and political history of the Mizo / editors, Malsawmliana, Benjamin Ralte.",social economic and political history of the mizo editors malsawmliana benjamin ralte,,,penn,social economic and political history of the mizo editors malsawmliana benjamin ralte,ta,9789380261393; 938026139X,,,9789380261393; 938026139X,9789380261393; 938026139X,t,Text,"['d70a3a19-193d-45cc-939b-8aff01607db0', 'fba442c3-cdf6-4356-b20b-9cbe26e8b46f', '855224be-cdce-4438-b95a-58953ab85e9e']"
8124606005,9959431303503681,2011352927,"Somadeva's Yaśastilaka : aspects of Jainism, Indian thought and culture / by Krishna Kanta Handiqui.",somadevas yasastilaka aspects of jainism indian thought and culture by krishna kanta handiqui,,,penn,somadevas yasastilaka aspects of jainism indian thought and culture by krishna kanta handiqui,ta,8124606005; 9788124606001,,,2011352927; 8124606005; 9788124606001,2011352927; 8124606005; 9788124606001,t,Text,"['8a367190-d8fb-4ceb-b4f8-8a08d76d7460', 'd63ad40d-ad48-4804-922a-b267eaa7a948', 'f80fbff4-0502-4ee1-92b1-b33da0db403a', 'e001e004-be96-4232-aec8-b9f02ecf43f1', 'ba86f468-cc28-41d1-92d4-f358119941d8']"
9781591859062 hard back,9967002623503681,2005032143,Standing with Israel / David Brog.,standing with israel david brog,,,penn,standing with israel david brog,t|,1591859069 hard back; 9781591859062 hard back; 9781599790503; 1599790505,,,2005032143; 1591859069 hard back; 9781591859062 hard back; 9781599790503; 1599790505,2005032143; 1591859069 hard back; 9781591859062 hard back; 9781599790503; 1599790505,t,Text,['3af4a5ea-9dc0-4c53-b318-21efdcb63b2c']
9781606065013,9977244739503681,2016010540,The book on the floor : André Malraux and the imaginary museum / Walter Grasskamp ; translated by Fiona Elliott.,the book on the floor andre malraux and the imaginary museum walter grasskamp translated by fiona elliott,,,penn,the book on the floor andre malraux and the imaginary museum walter grasskamp translated by fiona elliott,tu,9781606065013; 1606065017,,,2016010540; 9781606065013; 1606065017,2016010540; 9781606065013; 1606065017,t,Text,"['58c33261-b836-4835-865f-704610cddc4a', '6a0cf9c9-d543-4bbd-ba52-6270ac68e910', '77bc15dc-1c13-48df-837b-176ad4566a16']"
1913947319,9978110624003681,,"The Marina Abramović Method Instruction Cards to Reboot Your Life / Marina Abramović, Katya Tylevich.",the marina abramovic method instruction cards to reboot your life marina abramovic katya tylevich,1. auflage.,,penn,the marina abramovic method instruction cards to reboot your life marina abramovic katya tylevich_1. auflage.,tu,9781913947316; 1913947319,1. Auflage.,,9781913947316; 1913947319,9781913947316; 1913947319,t,Text,['0a7ccf25-e5d5-4540-a274-1c61206acbc5']
9789744801005,9961340753503681,2013309062,The vanishing traces : vernacular housing of the Chittagong Hill Tracts / Iftekhar Ahmed.,the vanishing traces vernacular housing of the chittagong hill tracts iftekhar ahmed,,,penn,the vanishing traces vernacular housing of the chittagong hill tracts iftekhar ahmed,ta,9789744801005; 974480100X,,,2013309062; 9789744801005; 974480100X,2013309062; 9789744801005; 974480100X,t,Text,['af71d9aa-4b80-4e39-81e7-3bc3ed269430']
9788183741477,9957582233503681,,880-01 Jhuṛi kuṛi galpa / Sañjība Caṭṭopādhyāẏa.,880-01 jhuṛi kuṛi galpa / sañjība caṭṭopādhyāẏa.,,,penn,880-01 jhuṛi kuṛi galpa / sañjība caṭṭopādhyāẏa.,ta,9788183741477,,,9788183741477,9788183741477,t,Text,['5668403c-7e2b-48ad-837a-c5b0cc0d528b']
9789380691411,9977621005903681,2012324716,880-01 Naẓriyah-yi taṣavvuf aur Iqbāl / Bashīr Aḥmad Naḥvī.,880-01 naẓriyah-yi taṣavvuf aur iqbāl / bashīr aḥmad naḥvī.,,,penn,880-01 naẓriyah-yi taṣavvuf aur iqbāl / bashīr aḥmad naḥvī.,ta,9789380691411,,,2012324716; 9789380691411,2012324716; 9789380691411,t,Text,['c1da5894-18de-4084-907c-4e19ce4a0f69']
9789848972762,9978085206903681,,880-01 Nārī o gaṇita / Saphika Isalāma.,880-01 nārī o gaṇita / saphika isalāma.,,,penn,880-01 nārī o gaṇita / saphika isalāma.,ta,9789848972762,,,9789848972762,9789848972762,t,Text,['a925b0dc-6991-453d-bc88-e37f9d6b1e3d']
9791186851487,9977388748203681,,880-01 Neomu jalharyeogo haji maseyo.,880-01 neomu jalharyeogo haji maseyo.,,,penn,880-01 neomu jalharyeogo haji maseyo.,ta,9791186851487,,,9791186851487,9791186851487,t,Text,['c1efbf71-2be5-48c0-9fb3-622b54753800']
4065169836,9977621653003681,,880-01 Otto no chinpo ga hairanai. 3.,880-01 otto no chinpo ga hairanai. 3.,,880-02 kodansha.,penn,880-01 otto no chinpo ga hairanai. 3._880-02 kodansha.,ta,9784065169834; 4065169836,,880-02 Kodansha.,9784065169834; 4065169836,9784065169834; 4065169836,t,Text,['fae37337-d6d8-4c06-a822-c3cabf9879d6']
9788126427871,9961600143503681,,880-01 Purāṇakathāmālika / Māli.,880-01 purāṇakathāmālika / māli.,,,penn,880-01 purāṇakathāmālika / māli.,ta,9788126427871,,,9788126427871,9788126427871,t,Text,['e59d1efb-5b40-47d4-b7f8-e4266d42798b']
9789380182315,9955127663503681,,880-01 Urdū kalcar aur taqsīm kī virās̲at / Shamīm Ḥanfī.,880-01 urdū kalcar aur taqsīm kī virās̲at / shamīm ḥanfī.,,,penn,880-01 urdū kalcar aur taqsīm kī virās̲at / shamīm ḥanfī.,ta,9789380182315,,,9789380182315,9789380182315,t,Text,['c641f69a-03a0-4b51-9401-1307ec4ecd84']
9788178541976,9977538489603681,,880-01 Vaidika anārya nārī aura ādhunika ādivāsī nārī / Skôlasṭikā Kujūra.,880-01 vaidika anārya nārī aura ādhunika ādivāsī nārī / skôlasṭikā kujūra.,,,penn,880-01 vaidika anārya nārī aura ādhunika ādivāsī nārī / skôlasṭikā kujūra.,ta,9788178541976; 8178541971,,,9788178541976; 8178541971,9788178541976; 8178541971,t,Text,['f1efe5b2-eda9-4f6c-892f-00807996f273']
9788190563031,9977353951403681,2015357325,Allamah Fadl-i-Haq : scholar and freedom-fighter / by Prof. Abdul Ali.,allamah fadlihaq scholar and freedomfighter by prof abdul ali,,,penn,allamah fadlihaq scholar and freedomfighter by prof abdul ali,ta,9788190563031; 8190563033,,,2015357325; 9788190563031; 8190563033,2015357325; 9788190563031; 8190563033,t,Text,[]
027528607X,9920589243503681,72075698,Environmental planning: an economic analysis; applications for the coastal zone / James C. Hite [and] Eugene A. Laurent.,environmental planning an economic analysis applications for the coastal zone james c hite and eugene a laurent,,,penn,environmental planning an economic analysis applications for the coastal zone james c hite and eugene a laurent,ta,027528607X; 9780275286071,,,72075698; 027528607X; 9780275286071,72075698; 027528607X; 9780275286071,t,Text,"['288fb290-1618-42d1-9db9-300da7182023', '3e357705-0e6b-486a-b01d-0ba0e22c1fa2', '403bba2b-d592-46af-b580-c13dd7021888']"
1501168002 (paperback),9977258335103681,2017050727,Heads of the colored people : stories / Nafissa Thompson-Spires.,heads of the colored people stories nafissa thompsonspires,first 37inkatria books hardcover edition,,penn,heads of the colored people stories nafissa thompsonspires_first 37inkatria books hardcover edition,ta,9781501167997 (hardcover); 1501167995 (hardcover); 9781501168017 (electronic book); 9781501168000 (paperback); 1501168002 (paperback),First 37INK/Atria books hardcover edition.,,2017050727; 9781501167997 (hardcover); 1501167995 (hardcover); 9781501168017 (electronic book); 9781501168000 (paperback); 1501168002 (paperback),2017050727; 9781501167997 (hardcover); 1501167995 (hardcover); 9781501168017 (electronic book); 9781501168000 (paperback); 1501168002 (paperback),t,Text,[]
8170357802,9959432343503681,2013310421,"Intellectual property rights management in developing countries / editors, Sheila Mavis Nyatlo, Catherina Caballero, M.A.M. Fernando.",intellectual property rights management in developing countries editors sheila mavis nyatlo catherina caballero mam fernando,,,penn,intellectual property rights management in developing countries editors sheila mavis nyatlo catherina caballero mam fernando,ta,9788170357803; 8170357802,,,2013310421; 9788170357803; 8170357802,2013310421; 9788170357803; 8170357802,t,Text,"['ea6dc901-5364-4c55-88b2-41ab846aa43b', 'f169c670-61d2-4efc-b2c5-4f18cfa0873b', '16ad42d4-fad3-4740-ab58-b5e59181e041']"
9781760291556 (paperback),9977551575703681,,Rocky road : the incredible true story of the fractured family behind the Darrell Lea chocolate empire / Robert Wainwright.,rocky road the incredible true story of the fractured family behind the darrell lea chocolate empire robert wainwright,,,penn,rocky road the incredible true story of the fractured family behind the darrell lea chocolate empire robert wainwright,ta,9781760291556 (paperback); 1760291552 (paperback),,,9781760291556 (paperback); 1760291552 (paperback),9781760291556 (paperback); 1760291552 (paperback),t,Text,"['e7f3a6c6-b410-4fd3-9b7a-145bdb64f1aa', '85b20f91-1f75-4b84-bd98-1f2221244f5e']"
9780745662169 (hardback),9977695749903681,,The age of ecology : a global history / Joachim Radkau ; translated by Patrick Camiller.,the age of ecology a global history joachim radkau translated by patrick camiller,english edition,,penn,the age of ecology a global history joachim radkau translated by patrick camiller_english edition,tu,9780745662169 (hardback); 0745662161 (hardback),English edition.,,9780745662169 (hardback); 0745662161 (hardback),9780745662169 (hardback); 0745662161 (hardback),t,Text,"['56a301ae-33c9-420a-8b17-865c9ded0445', 'ef8c8e9e-3d91-481b-94f0-aa2f958f604c']"
077355937X hardcover,9977670908503681,,"The audacity of his enterprise : Louis Riel and the Métis nation that Canada never was, 1840-1875 / M. Max Hamon.",the audacity of his enterprise louis riel and the metis nation that canada never was 18401875 m max hamon,,,penn,the audacity of his enterprise louis riel and the metis nation that canada never was 18401875 m max hamon,ta,9780773559370 hardcover; 077355937X hardcover,,,9780773559370 hardcover; 077355937X hardcover,9780773559370 hardcover; 077355937X hardcover,t,Text,[]
2013319285,9964048923503681,2013319285,The Portuguese in Malabar : a social history of Luso Indians / Charles Dias.,the portuguese in malabar a social history of luso indians charles dias,,,penn,the portuguese in malabar a social history of luso indians charles dias,ta,9788173049149; 8173049149,,,2013319285; 9788173049149; 8173049149,2013319285; 9788173049149; 8173049149,t,Text,['f1caf80b-9e06-4ab6-a61a-fa8c7be4a2ce']
9780198084921,9961276733503681,2013413525,Trafficking of children for sexual exploitation : public international law 1864-1950 / Sunil Salankey Rao.,trafficking of children for sexual exploitation public international law 18641950 sunil salankey rao,first edition,,penn,trafficking of children for sexual exploitation public international law 18641950 sunil salankey rao_first edition,ta,9780198084921; 0198084927,First edition.,,2013413525; 9780198084921; 0198084927,2013413525; 9780198084921; 0198084927,t,Text,[]
2009312751,9977538489103681,2009312751,"880-01 Loka kī bhakti : bhakti kī loka bhūmikā / sampādaka, Kapila Tivārī ; sahāyaka sampādaka, Aśoka Miśra.","880-01 loka kī bhakti : bhakti kī loka bhūmikā / sampādaka, kapila tivārī ; sahāyaka sampādaka, aśoka miśra.",880-02 1. saṃskaraṇa.,,penn,"880-01 loka kī bhakti : bhakti kī loka bhūmikā / sampādaka, kapila tivārī ; sahāyaka sampādaka, aśoka miśra._880-02 1. saṃskaraṇa.",ta,,880-02 1. saṃskaraṇa.,,2009312751,2009312751,t,Text,['088aad6c-e087-4675-9c47-7c07b2f2da46']
5280036498,9961229723503681,,880-02 Kulʹtura i vlastʹ : zapiski ministra kulʹtury SSSR / V.G. Zakharov.,880-02 kulʹtura i vlastʹ : zapiski ministra kulʹtury sssr / v.g. zakharov.,,,penn,880-02 kulʹtura i vlastʹ : zapiski ministra kulʹtury sssr / v.g. zakharov.,tu,9785280036499; 5280036498,,,9785280036499; 5280036498,9785280036499; 5280036498,t,Text,"['61e7199a-f6c6-4fa0-87d7-a6e44bce16e8', 'a4d48295-381f-4178-8cae-b3bbb3fcbd81']"
9788993748352,9977378004903681,,880-99 Nanda.,880-99 nanda.,,,penn,880-99 nanda.,ta,9788993748352; 8993748357,,,9788993748352; 8993748357,9788993748352; 8993748357,t,Text,"['5816bb26-c878-400f-9f00-c06f5553f7c4', '640f3eef-d58d-44a4-8b8c-f4e3ea72a1b5', 'c9458e66-f78f-4b47-8d57-c20703859216', '9bc3d4ac-718c-4949-bd30-8a689e0449a9']"
8962060124,9977540437503681,,880-01 Sŭp'och'ŭ wa midio = Sport & media / Yun Tŭk-hyon.,88001 supochu wa midio sport media yun tukhyon,,,penn,88001 supochu wa midio sport media yun tukhyon,ta,9788962060126; 8962060124,,,9788962060126; 8962060124,9788962060126; 8962060124,t,Text,[]
2013316339,9978085189703681,2013316339,A comprehensive history of Bhojpur : from 1500 AD to 1708 AD / Md. Iftekhar Alam.,a comprehensive history of bhojpur from 1500 ad to 1708 ad md iftekhar alam,,,penn,a comprehensive history of bhojpur from 1500 ad to 1708 ad md iftekhar alam,ta,9788188705450; 8188705454,,,2013316339; 9788188705450; 8188705454,2013316339; 9788188705450; 8188705454,t,Text,['ca0934b5-f730-42a0-9192-a88f9751cd46']
9789937240635 (paperback),9977343622603681,2015515696,Abhilekhīya Nepālī śabdakośa / lekhaka Ḍā̃. Yamanātha Timilsinā = Abhilekhiya Nepali shabdakosha / by Dr. Yemnah Timilsina.,abhilekhīya nepālī śabdakośa / lekhaka ḍā̃. yamanātha timilsinā = abhilekhiya nepali shabdakosha / by dr. yemnah timilsina.,saṃskaraṇa pahilo.,,penn,abhilekhīya nepālī śabdakośa / lekhaka ḍā̃. yamanātha timilsinā = abhilekhiya nepali shabdakosha / by dr. yemnah timilsina._saṃskaraṇa pahilo.,ta,9789937240635 (paperback); 9937240638 (paperback),Saṃskaraṇa pahilo.,,2015515696; 9789937240635 (paperback); 9937240638 (paperback),2015515696; 9789937240635 (paperback); 9937240638 (paperback),t,Text,['64cdb115-fc80-4f3a-ad3a-6056bf1b2bda']
2017484293,9977966453503681,2017484293,Antología de la poesía oral-traumática y cosmica de Francis Sánchez e Ileana Álvarez González / Fredo Arias de la Canal [editor].,antología de la poesía oral-traumática y cosmica de francis sánchez e ileana álvarez gonzález / fredo arias de la canal [editor].,,,penn,antología de la poesía oral-traumática y cosmica de francis sánchez e ileana álvarez gonzález / fredo arias de la canal [editor].,ta,,,,2017484293,2017484293,t,Text,"['7cc16523-dc2f-48e9-94ad-b65977458550', '59ca885f-afc9-4fd8-9ccd-dde21204f4fa']"
9789811532993,9977785190203681,,"Applied economic analysis of information and risk / Moriki Hosoe, Iltae Kim, editors.",applied economic analysis of information and risk moriki hosoe iltae kim editors,,,penn,applied economic analysis of information and risk moriki hosoe iltae kim editors,ta,9789811532993; 9811532990,,,9789811532993; 9811532990,9789811532993; 9811532990,t,Text,['2937d4bf-4579-49e2-b666-0ccedb7a7663']
